SeqId,NussinovFolderFolding Tns,
seq_360_83,28034569,
seq_360_84,28247663,
seq_360_85,27185992,
seq_360_86,29502500,
seq_360_87,27895900,
seq_360_88,28859678,
seq_360_89,26917762,
seq_360_90,30215373,
seq_360_91,28201008,
seq_360_92,28686213,
seq_360_93,27259394,
seq_360_94,29482500,
seq_360_95,28211607,
seq_360_96,28156280,
seq_360_97,27007631,
seq_360_98,28150116,
seq_360_99,28393709,
seq_370_0,30805110,
seq_370_1,30729574,
seq_370_2,32082440,
seq_370_3,31123669,
seq_370_4,31537967,
seq_370_5,30795689,
seq_370_6,30484405,
seq_370_7,29398267,
seq_370_8,31650303,
seq_370_9,29358099,
seq_370_10,30367654,
seq_370_11,30022271,
seq_370_12,31601313,
seq_370_13,28974253,
seq_370_14,31222137,
seq_370_15,31496422,
seq_370_16,30616113,
seq_370_17,29137093,
seq_370_18,30648700,
seq_370_19,29919990,
seq_370_20,30316846,
seq_370_21,31078048,
seq_370_22,34164823,
seq_370_23,29642298,
seq_370_24,31494494,
seq_370_25,30635765,
seq_370_26,31354479,
seq_370_27,30148812,
seq_370_28,32197603,
seq_370_29,30237504,
seq_370_30,31459788,
seq_370_31,31980654,
seq_370_32,32395773,
seq_370_33,29876683,
seq_370_34,30579198,
seq_370_35,31795036,
seq_370_36,31447048,
seq_370_37,32019993,
seq_370_38,30914751,
seq_370_39,30233036,
seq_370_40,30328122,
seq_370_41,30147170,
seq_370_42,32796232,
seq_370_43,29548838,
seq_370_44,32558161,
seq_370_45,30676748,
seq_370_46,31507404,
seq_370_47,30791933,
seq_370_48,30968671,
seq_370_49,30638793,
seq_370_50,31454640,
seq_370_51,29163987,
seq_370_52,31477193,
seq_370_53,29421511,
seq_370_54,37369920,
seq_370_55,30422888,
seq_370_56,32388221,
seq_370_57,30883939,
seq_370_58,31862265,
seq_370_59,30445702,
seq_370_60,31215245,
seq_370_61,29941461,
seq_370_62,30375528,
seq_370_63,34111043,
seq_370_64,34269657,
seq_370_65,29528832,
seq_370_66,31094121,
seq_370_67,31152976,
seq_370_68,31629852,
seq_370_69,30460112,
seq_370_70,30102330,
seq_370_71,31525345,
seq_370_72,30009939,
seq_370_73,29762788,
seq_370_74,31345798,
seq_370_75,29564119,
seq_370_76,30363816,
seq_370_77,30945896,
seq_370_78,34887659,
seq_370_79,30181047,
seq_370_80,30865176,
seq_370_81,29891514,
seq_370_82,31099611,
seq_370_83,31617611,
seq_370_84,30906494,
seq_370_85,29963502,
seq_370_86,31238733,
seq_370_87,30473002,
seq_370_88,32320931,
seq_370_89,29904829,
seq_370_90,31277254,
seq_370_91,29948712,
seq_370_92,30652771,
seq_370_93,31700727,
seq_370_94,30974624,
seq_370_95,30252851,
seq_370_96,31836287,
seq_370_97,30050501,
seq_370_98,30790831,
seq_370_99,30334804,
seq_380_0,33709577,
seq_380_1,32313339,
seq_380_2,37089746,
seq_380_3,32691226,
seq_380_4,32751252,
seq_380_5,32404311,
seq_380_6,33853560,
seq_380_7,33533433,
seq_380_8,36644450,
seq_380_9,31988078,
seq_380_10,32842220,
seq_380_11,33610744,
seq_380_12,36123388,
seq_380_13,34523665,
seq_380_14,32878912,
seq_380_15,35672209,
seq_380_16,33517410,
seq_380_17,33354996,
seq_380_18,32906465,
seq_380_19,33331906,
seq_380_20,37700669,
seq_380_21,36553254,
seq_380_22,32757266,
seq_380_23,33354607,
seq_380_24,34427723,
seq_380_25,33006945,
seq_380_26,35669815,
seq_380_27,35289750,
seq_380_28,33144555,
seq_380_29,33107215,
seq_380_30,32231278,
seq_380_31,35033146,
seq_380_32,33362501,
seq_380_33,32763001,
seq_380_34,33674180,
seq_380_35,32815935,
seq_380_36,35159051,
seq_380_37,33054674,
seq_380_38,35903575,
seq_380_39,31864599,
seq_380_40,33038245,
seq_380_41,34966646,
seq_380_42,33303361,
seq_380_43,34666629,
seq_380_44,32298164,
seq_380_45,34460940,
seq_380_46,33095547,
seq_380_47,36270025,
seq_380_48,32603438,
seq_380_49,35327633,
seq_380_50,33406381,
seq_380_51,35874023,
seq_380_52,32473636,
seq_380_53,34138605,
seq_380_54,32456794,
seq_380_55,34615227,
seq_380_56,32728910,
seq_380_57,35373634,
seq_380_58,33286617,
seq_380_59,33845927,
seq_380_60,31813304,
seq_380_61,32306393,
seq_380_62,31241726,
seq_380_63,34764885,
seq_380_64,32883761,
seq_380_65,34098067,
seq_380_66,33216628,
seq_380_67,33195355,
seq_380_68,32176191,
seq_380_69,33460157,
seq_380_70,32794960,
seq_380_71,35057628,
seq_380_72,33171617,
seq_380_73,35128322,
seq_380_74,32547102,
seq_380_75,32569596,
seq_380_76,33736513,
seq_380_77,35151131,
seq_380_78,31498604,
seq_380_79,32865791,
seq_380_80,32698945,
seq_380_81,34036078,
seq_380_82,33772968,
seq_380_83,33567473,
seq_380_84,32869759,
seq_380_85,32803553,
seq_380_86,32745360,
seq_380_87,34944412,
seq_380_88,33018789,
seq_380_89,33671079,
seq_380_90,33852708,
seq_380_91,35318675,
seq_380_92,35021326,
seq_380_93,34496559,
seq_380_94,33155813,
seq_380_95,32750460,
seq_380_96,32628850,
seq_380_97,33065023,
seq_380_98,33557263,
seq_380_99,31968503,
seq_390_0,37906529,
seq_390_1,37280350,
seq_390_2,36240809,
seq_390_3,36554468,
seq_390_4,35366343,
seq_390_5,38902721,
seq_390_6,37356529,
seq_390_7,36744145,
seq_390_8,34493126,
seq_390_9,36606253,
seq_390_10,36873550,
seq_390_11,35407296,
seq_390_12,36286304,
seq_390_13,37739322,
seq_390_14,38053099,
seq_390_15,35536076,
seq_390_16,36339809,
seq_390_17,36944408,
seq_390_18,35807124,
seq_390_19,37054169,
seq_390_20,35906313,
seq_390_21,39677892,
seq_390_22,36729159,
seq_390_23,37997423,
seq_390_24,35427779,
seq_390_25,37405574,
seq_390_26,36486413,
seq_390_27,35996364,
seq_390_28,34851804,
seq_390_29,35286017,
seq_390_30,36168368,
seq_390_31,36243580,
seq_390_32,34643416,
seq_390_33,37507212,
seq_390_34,36547876,
seq_390_35,35196096,
seq_390_36,35876898,
seq_390_37,38494856,
seq_390_38,34495110,
seq_390_39,37974415,
seq_390_40,34588047,
seq_390_41,35241355,
seq_390_42,36317157,
seq_390_43,38612390,
seq_390_44,35020424,
seq_390_45,36044609,
seq_390_46,35473078,
seq_390_47,36846495,
seq_390_48,35566689,
seq_390_49,35417450,
seq_390_50,36204543,
seq_390_51,39374035,
seq_390_52,36687242,
seq_390_53,35652631,
seq_390_54,35627345,
seq_390_55,36446639,
seq_390_56,38589705,
seq_390_57,36904442,
seq_390_58,37923248,
seq_390_59,37939298,
seq_390_60,36193366,
seq_390_61,35610798,
seq_390_62,36513752,
seq_390_63,37489938,
seq_390_64,38409908,
seq_390_65,36174458,
seq_390_66,35993942,
seq_390_67,37721355,
seq_390_68,35245119,
seq_390_69,36159551,
seq_390_70,35802966,
seq_390_71,37036243,
seq_390_72,36763553,
seq_390_73,35448233,
seq_390_74,34811103,
seq_390_75,36621762,
seq_390_76,36413170,
seq_390_77,37377102,
seq_390_78,35485875,
seq_390_79,37092625,
seq_390_80,35860014,
seq_390_81,36102812,
seq_390_82,35951153,
seq_390_83,35723705,
seq_390_84,35270381,
seq_390_85,36678184,
seq_390_86,37060657,
seq_390_87,35323576,
seq_390_88,36020710,
seq_390_89,36060157,
seq_390_90,36586134,
seq_390_91,35361237,
seq_390_92,35325433,
seq_390_93,36631094,
seq_390_94,36882470,
seq_390_95,36134937,
seq_390_96,38309875,
seq_390_97,36129303,
seq_390_98,36846023,
seq_390_99,35531594,
seq_400_0,38118319,
seq_400_1,39405046,
seq_400_2,40452227,
seq_400_3,39391773,
seq_400_4,38860340,
seq_400_5,38055510,
seq_400_6,40263985,
seq_400_7,38675018,
seq_400_8,38746221,
seq_400_9,40276083,
seq_400_10,38205236,
seq_400_11,40002155,
seq_400_12,38717057,
seq_400_13,38760369,
seq_400_14,38250949,
seq_400_15,40098842,
seq_400_16,40001486,
seq_400_17,40769909,
seq_400_18,40214239,
seq_400_19,39749606,
seq_400_20,38782168,
seq_400_21,38943220,
seq_400_22,41172886,
seq_400_23,38763443,
seq_400_24,39206070,
seq_400_25,39613356,
seq_400_26,39121122,
seq_400_27,39263863,
seq_400_28,42867351,
seq_400_29,37796316,
seq_400_30,41766647,
seq_400_31,38721957,
seq_400_32,40360234,
seq_400_33,39544351,
seq_400_34,40008452,
seq_400_35,42132177,
seq_400_36,37409506,
seq_400_37,39969920,
seq_400_38,41493480,
seq_400_39,38795402,
seq_400_40,38917565,
seq_400_41,40336569,
seq_400_42,40116385,
seq_400_43,38666483,
seq_400_44,38409921,
seq_400_45,39755950,
seq_400_46,39104465,
seq_400_47,38478921,
seq_400_48,39913852,
seq_400_49,40612044,
seq_400_50,38460987,
seq_400_51,40632980,
seq_400_52,37918046,
seq_400_53,39318719,
seq_400_54,38456529,
seq_400_55,38154454,
seq_400_56,39166385,
seq_400_57,38917118,
seq_400_58,38625684,
seq_400_59,39948652,
seq_400_60,39168188,
seq_400_61,39035510,
seq_400_62,40786554,
seq_400_63,39153028,
seq_400_64,39102736,
seq_400_65,38935088,
seq_400_66,38694102,
seq_400_67,38769324,
seq_400_68,44982308,
seq_400_69,38522080,
seq_400_70,38302904,
seq_400_71,40204653,
seq_400_72,39596978,
seq_400_73,40377785,
seq_400_74,43977523,
seq_400_75,41665270,
seq_400_76,40394081,
seq_400_77,40606568,
seq_400_78,39295170,
seq_400_79,40350760,
seq_400_80,38571092,
seq_400_81,38328754,
seq_400_82,39245961,
seq_400_83,39625204,
seq_400_84,38901610,
seq_400_85,39413970,
seq_400_86,41512279,
seq_400_87,38706227,
seq_400_88,39680595,
seq_400_89,43432397,
seq_400_90,39182991,
seq_400_91,38920342,
seq_400_92,38162559,
seq_400_93,43208094,
seq_400_94,39797951,
seq_400_95,38544690,
seq_400_96,37874699,
seq_400_97,37629010,
seq_400_98,39604015,
seq_400_99,42490763,
